A42.,,Alegeti motivele pentru care trebuie sa renuntati la decolare chiar daca aveti aripa gonflata corect:,
,a.,casca nelegata,X
,b.,vant de spate,X
,c.,turbulente usoare,
A43.,,Alegeti motivele pentru care trebuie sa renuntati la decolare chiar daca aveti aripa gonflata corect:,
,a.,suspante incalcite,X
,b.,declansare termica,
,c.,alta parapanta in procedura de toplanding,X
A44.,,In timpul procedurii de aterizare viteza recomandata pentru apropiere este:,
,a.,aproape de viteza minima de zbor,
,b.,aproape de viteza maxima de zbor,
,c.,intre viteza corespunzatoare infundarii minime si finetei maxime,X
A45.,,In timpul zborului la finete maxima sau la viteza maxima care este principalul pericol daca intalnim turbulente:,
,a.,inchidere frontala sau asimetrica datorita unghiului de incidenta mic,X
,b.,angajare in limita de viteza datorita unghiului de incidenta mare,
,c.,vrie datorita regimului de zbor asimetric,
A46.,," Zburati intr-o zona muntoasa, pietroasa, cu vai (duze). Ce situatii dificile credeti ca veti intalni:",
,a.,termica violenta,X
,b.,rotoare in zonele de sub vant,X
,c.,efect venturi la traversarea vailor sau pe creste,X
A47.,,Care dintre urmatoarele sunt manevre de coborare rapida:,
,a.,vrie,
,b.,spirala picata,X
,c.,urechi,X
A48.,,Inainte de decolare este obligatoriu:,
,a.,sa verificam directia si viteza vantului in locul de decolare,
,b.,sa verificam directia si viteza vantului in minim 3 locuri pe panta de zbor,X
,c.,sa verificam directia si viteza vantului in zona de decolare si de aterizare,
A49.,,"In zonele rotorice (sub vant, in spatele pantei) exista posibilitatea ca o maneca de vant sa arate vant de fata:",
,a.,"da, daca este in zona ascendenta a rotorului",X
,b.,"nu, maneca de vant va arata intodeauna vant de spate",
,c.,"nu, in rotor curgerea masei de aer este haotica dar niciodata ascendenta pe panta de sub vant.",
A50.,,Contactul cu solul la aterizare se va face:,
,a.,la unghi critic,X
,b.,la viteza manima de infundare,
,c.,la finete maxima,
A51.,,Alegeti care dintre urmatoarele fenomene pot fi intalnite in zbor la panta:,
,a.,efect venturi,X
,b.,efect coriollis,
,c.,efect de camp,
A52.,,In procedura de decolare este necesar:,
,a.,"sa decolati cu comenzile la inele, corespunzator vitezei la finete maxima",
,b.,sa mentineti viteza de zbor constanta pe tot timpul decolarii pana dupa desprindere,
,c.,sa alergati accelerand progresiv pana la desprindere,X
A53.,,La intrarea in termica sunteti obligat sa:,
,a.,acordati prioritate celor ce spiraleaza deja in termica,X
,b.,folositi acceleratorul imediat ce creste vectorul urcarii pentru a obtine o urcare constanta,
,c.,folositi doar patrularea in 8 – uri pentru a avea urcare constanta,
A54.,,"In zbor la panta, de la ce inaltime puteti trece la spiralare:",
,a.,minim 50m,X
,b.,imediat ce ati intrat in termica,
,c.,minim 150m,
A55.,,Care dintre urmatoarele categorii de omologare nu permit zborul in termica:,
,a.,EN – A,
,b.,EN – B,
,c.,toate parapantele omologate pot sa zboare in termica,X
A56.,,"La intrarea in termica, la acelasi nivel cu dvs mai spiraleaza un deltaplan. Cum veti proceda:",
,a.,"intrati respectand sensul de spiralare al deltaplanului, in spatele lui",X
,b.,"incepeti spiralarea in orice sens, parapanta are intodeauna prioritate",
,c.,intrati in termica in fata deltaplanului pentru a fi vizibil si spiralati impreuna parapanta avand intodeauna prioritate inclusiv la schimbarea sensului de spiralare,
A57.,,"In zbor la panta, aveti panta in partea stanga, din fata la acelasi nivel vine un deltaplan. Cum veti proceda:",
,a.,"mentineti directia, parapanta are totdeauna prioritate",
,b.,degajati spre dreapta si acordati prioritate deltaplanului,X
,c.,degajati spre stanga si acordati prioritate deltaplanului,
A58.,,Care este ordinea corecta de echipare pentru zbor:,
,a.,"casca, seleta, parapanta",X
,b.,"seleta, parapanta, casca",
,c.,"parapanta, seleta casca",
A59.,,"Ce trebuie sa faceti la traversarea unei zone ascendente, care duce la marirea inaltimii de zbor cu 5-15m, in timpul procedurii de aterizare:",
,a.,franati puternic parapanta mentinad directia neschimbata,
,b.,printr-o serie de viraje in S veti reveni la panta normala de aterizare ,X
,c.,actionati speedul pentru a intra pe panta normala de aterizare,
A60.,,"Imediat dupa decolare comanda stanga se dezleaga de la nod, devenind inoperabila. Cum veti proceda:",
,a.,"veti pilota folosind exclusiv comanda dreapta si balansarea corpului in lateral, mergand cat mai repede la aterizare",
,b.,"veti pilota folosind balansarea corpului in lateral si chingile Last, cu amplitudine mai mica, mergand cat mai repede la aterizare",X
,c.,"veti pilota exclusiv folosind balasarea laterala a corpului, mergand cat mai repede la aterizare",
A61.,,Care sunt riscurile principale la traversarea unei zone turbulente la regim de finete maxima sau viteza maxima:,
,a.,inchideri majore eventual twist,X
,b.,angajare si full stall,
,c.,"nu sunt riscuri suplimentare in aceste regimuri de zbor, toate parapantele omologate fiind stabile",
A62.,,Alegeti afirmatia corecta:,
,a.,la intrarea in termica peste 3 m/s veti frana brusc pentru a zbura la regim de infundare minima cat mai repede,
,b.,la intrarea in termica de peste 3 m/s veti mentine aripa stabila prin pilotaj activ si apoi incepeti centrarea si zborul la regim de infundare minima,X
,c.,la intrarea in termica de peste 3m/s incepeti  urgent spiralarea pentru a ajunge la miez cat mai repede,
A63.,,In timpul executarii manvrei B stall viteza pe orizontala a parapantei se va modifica astfel:,
,a.,va creste,
,b.,va scadea pana aproape de zero,X
,c.,va ramane neschimbata,
A64.,, Alegeti manevrele de coborare rapida:,
,a.,vrie,
,b.,fulstall,
,c.,B-stall,X
A65.,,Alegeti afirmatia corecta:,
,a.,cu manevra urechi se poate regla panta inainte de aterizare,X
,b.,cu manevra urechi nu se poate regla panta inainte de aterizare,
,c.,cu manevra b- stall se poate regla panta inainte de aterizare,
A66.,,La aterizarea in zone care prezinta ascendenta usoara sau turbulenta usoara se recomanda:,
,a.,aterizarea cu urechi,X
,b.,aterizarea cu b-stall,
,c.,aterizarea cu front-stall,
A67.,,La stabilirea traiectului de zbor este obligatoriu sa luati in considerare:,
,a.,spatiul de renuntare,X
,b.,traseu alternativ,
,c.,traiectul sondei meteo,
A68.,,Spatiul de renuntare este:,
,a.,zona de aterizare alternativa,
,b.,traiect alternativ,
,c.,spatiul cuprins in zona de decolare care permite renuntarea decolarii in conditii de securitate,X
A69.,,Alegeti afirmatia corecta:,
,a.,in timpul virajului viteza de infundare scade,
,b.,in timpul virajului viteza de infundare creste,X
,c.,in timpul virajului viteza de infundare ramane constanta,
A70.,,Alegeti conditiile obligatorii necesare zborului cu parapanta in Romania:,
,a.,informare la COAP,X
,b.,lipsa totala a altor categorii de aeronave in zona de zbor,
,c.,conditii meteo CAVOK,
A71.,,Mentiunea CAVOK in METAR presupune in mod obligatoriu:,
,a.,"interzicerea zborului, conditii meteo periculoase",
,b.,"interzicerea zborului, trafic aerian aglomerat in zona",
,c.,nu exista restrictii speciale in acest caz,X
A72.,,Sunteti in termica impreuna cu alte parapante si in aceeasi termica intra si un planor. Cum veti proceda:,
,a.,"parasiti termica, planorul fiind clasa superioara, are prioritate",
,b.,continuati sa zburati mentinand sensul de spiralare ,X
,c.,continuati sa zburati si schimbati sensul de spiralare pentru a fi mai vizibil de catre planor,
A73.,,"In zbor la panta, are prioritate neconditionata:",
,a.,parapanta care vine din dreapta,
,b.,parapanta care decoleaza,
,c.,parapanta in procedura de aterizare,X
A74.,, Alegeti procedura sigura in cazul aterizarii pe teren necunoscut:,
,a.,apropierea in priza directa,
,b.,apropierea cu priza in L sau U,X
,c.,apropierea cu urechi sau B-stall,
A75.,,In timpul virajului stabilizat si sustinut viteza de curgere a fileurilor de aer pe cele doua semiaripi este:,
,a.,mai mare pe aripa exterioara,X
,b.,mai mica pe aripa exterioara,
,c.,egala,
A76.,,La traversarea unei zone turbulente se recomanda:,
,a.,aterizarea ,
,b.,actionarea speedului,
,c.,eliberarea speedului daca acesta este actionat,X
A77.,,Alegeti manevrele de coborare rapida:,
,a.,spirala picata,X
,b.,B-stall,X
,c.,vrie,
A78.,,La ce se foloseste actionarea suspantei stabilo :,
,a.,la executarea manevrei de urechi;,
,b.,la pilotaj atunci cand comenzile devin inoperabile;,
,c.,la scoaterea unei cravate,X
A79.,,Cand se recomanda actionarea suspantelor stabilo concomitent si simetric:,
,a.,niciodata,X
,b.,la executarea manevrei de urechi,
,c.,la exedutarea manevrei B-stall,
A80.,,Alegeti afirmatia corecta:,
,a.,decolarea cu vant zero este interzisa,
,b.,decolarea cu vant zero presupune viteza de alergare mai mare fata de decolarea pe conditii de vant de fata,X
,c.,decolarea cu vant zero presupune viteza de alergare mai mare fata de decolarea pe conditii de vant de spate,
A81.,,In timpul aterizarii pe panta se recomanda:,
,a.,aterizarea in contrapanta,
,b.,aterizarea in lungul pantei,X
,c.,aterizarea folosind acceleratorului,
A82.,, Actionarea acceleratorului are ca efect:,
,a.,reducerea vitezei de zbor,
,b.,dublarea vitezei de zbor,
,c.,cresterea vitezei de zbor ,X
A83.,,Efectul venturi poate fi intalnit:,
,a.,pe creste cand vantul este perpendicular pe creasta,X
,b.,pe vai cand vantul este in lungul vaii,X
,c.,nu poate fi regasit in natura fiind doar un fenomen aerodinamic,
A84.,,Reglajul vitezei de zbor se face:,
,a.,folosind comenzile sau acceleratorul,X
,b.,folosind exclusiv trimerul,
,c.,folosind exclusiv acceleratorul,
A85.,,Fazele aterizarii sunt:,
,a.,"priza, redresare, franare finala",X
,b.,"priza, franare finala",
,c.,"redresare, fullstall",
A86.,,Care dintre urmatoarele reprezinta pericol major in procedura de aterizare:,
,a.,"angajarea la mai mult de 0,5m inaltime",X
,b.,inchideri asimetrice la mai putin de 200m inaltime,
,c.,"angajarea la mai putin de 0,5m inaltime",
A87.,,Regimul de zbor la finete se foloseste in urmatoarele cazuri:,
,a.,dupa centrarea in termica si trecerea la spiralare,
,b.,pentru centrarea eficienta in termica,
,c.,"pentru obtinerea unghiului maxim de panta, de exemplu la salt (tranzitie) de la o termica la alta",X
A88.,,In timpul manevrei urechi:,
,a.,creste unghiul de incidenta,X
,b.,scade unghiul de incidenta,
,c.,unghiul de incidenta ramane neschimbat,
A89.,,In timpul procedurii de decolare unghiul de atac este: ,
,a.,variabil ,X
,b.,fix ,
,c.,variaza doar daca se actioneaza acceleratorul,
A90.,,Regimurile de zbor ale parapantei sunt: ,
,a.,"viteza minima, viteza maxima, viteza accelerata",
,b.,"viteza la infundare minima, viteza la finete maxima, viteza maxima",X
,c.,"viteza de angajare, viteza maxima, viteza la finete",
A91.,,Cresterea incarcarii alare modifica performantele parapantei: ,
,a.,da ,X
,b.,nu ,
,c.,incarcarea alara nu are legatura cu domeniul zborului,
A92.,,In momentul angajarii unei parapante,
,a.,presiunea in comenzi scade brusc,X
,b.,viteza de inaintare creste brusc,
,c.,viteza de infundare creste brusc,X
A93.,,Care este diferenta dintre vrie si spirala picata:,
,a.,in cazul vriei fileurile de aer se desprind de pe extrados,X
,b.,in cazul spiralei picate fileurile de aer se desprind de pe extrados,
,c.,"ambele manevre sunt identice din punct de vedere aerodinamic, este doar o diferenta de terminologie",
A94.,,La ce viteza de zbor se obtine infundarea minima:,
,a.,mai mare decat viteza la finete maxima,
,b.,la viteza minima de zbor,
,c.,la viteza mai mica decat viteza la finete maxima,X
A95.,,Rezerva se arunca de preferat in cazul unei rotatii necontrolabile:,
,a.,in directia rotatiei,
,b.,contra rotatiei,X
,c.,nu are importanta,
A96.,,La aruncarea rezervei se da drumul la maner:,
,a.,da,X
,b.,nu,
,c.,nu conteaza,
A97.,,In cazul ruperii unei comenzi franarea la aterizare  se face prin:,
,a.,tragerea simetrica a chingilor LAST ,X
,b.,tragerea simetrica a chingilor C,
,c.,tragerea simetrica a suspantelor  stabilo,
A98.,,Mentinerea pozitiei aplecat in timpul alergarii pentru decolare faciliteaza:,
,a.,manevrabilitatea parapantei,
,b.,reglajul vitezei,
,c.,mentinerea tensiunii constante a suspantelor pe parcursul procedurii de decolare,X
AA99,,"99. Când un pilot a consumat cantități mai mari de substanțe precum alcool, nicotină sau droguri, la ce efecte asupra capacității sale de zbor se poate aștepta? ",,d,d
,a,Rău de mișcare. ,,0,d
,b,Incapacitatea de a zbura în curenții termici. ,,0,d
,c,Incapacitatea de a efectua mișcări coordonate de menținere a direcției. ,,0,d
,d,Nivelul redus al oxigenului din aer va avea un efect negativ mai puternic asupra performanței pilotului. ,X,X,d
AA100,,100. La ce efecte se poate aștepta un pilot cu o răceală gravă și otită (inflamația urechii medii) în timpul zborului său? ,,b,b
,a,"Putere de concentrare redusă, percepția și judecata afectată, performanța corporală redusă. ",,0,b
,b,Durere de cap bruscă și foarte acută. ,X,X,b
,c,Absorbția foarte redusă a oxigenului în plămâni. ,,0,
,d,Deteriorarea corpului datorită deshidratării. ,,0,
AA101,,"101. Până la ce altitudine se poate adapta, o persoană aflată în stare de repaus, la diferitele condiții atmosferice în schimbare? ",,c,c
,a,aprox. la 2.000 m deasupra nivelului mării. ,,0,c
,b,aprox. la 3.000 m deasupra nivelului mării. ,,0,c
,c,aprox. la 4.000 m deasupra nivelului mării. ,X,X,c
,d,aprox. la 5.000 m deasupra nivelului mării. ,,0,
AA102,,102. La ce efecte ne putem aștepta atunci când corpul uman nu se poate adapta creșterii altitudinii? ,,b,b
,a,durere de cap bruscă și foarte acută. ,,0,b
,b,stare de euforie și confuzie. ,X,X,b
,c,greață și senzație de rău. ,,0,
,d,dificultăți de respirație. ,,0,
AA103,,103. Euforia de altitudine mare (începutul răului de altitudine) este rezultatul ,,d,d
,a,temperaturii scăzute și hipotermiei rezultate. ,,0,d
,b,turbulențelor predominante la altitudine mare. ,,0,d
,c,umidității scăzute și deshidratarea corpului rezultată. ,,0,d
,d,"presiunii reduse a aerului și reducerea asociată a presiunii oxigenului, rezultând o oxigenare insuficientă a corpului. ",X,X,d
AA104,,104. Conținutul de oxigen al aerului se schimbă cu altitudinea. Efectele semnificative asupra corpului uman pot fi reduse foarte mult prin ,,d,d
,a,consumul regulat de suplimente cu vitamina C. ,,0,d
,b,consumul preventiv de suplimente / medicamente pentru răul de mișcare (kinetosis). ,,0,d
,c,respirația profundă în mod conștient la intervale mai scurte. ,,0,d
,d,exerciții fizice regulate și aclimatizare. ,X,X,d
AA105,,"105. Când o parapantă zboară la o viteză de 32 km / h într-o masă de aer de 2 ° C, efectul de răcire asupra corpului pilotului este comparabil cu o temperatură în aer calm de ",,d,d
,a,+ 8 ° C ,,0,d
,b,+ 2 ° C ,,0,d
,c,- 0 ° C ,,0,d
,d,- 11 ° C ,X,X,d
AA106,,106. Ce se întâmplă cu corpul uman atunci când temperatura lui scade sub limita normală? ,,b,b
,a,Performanța fizică și nevoile de oxigen scad. ,,0,b
,b,Performanța fizică scade și nevoia de oxigen crește. ,X,X,b
,c,Performanța fizică și nevoile de oxigen cresc. ,,0,
,d,Performanța fizică crește și nevoia de oxigen scade. ,,0,
AA107,,"107. Atunci când corpul uman este expus vântului pentru o perioadă lungă de timp, ",,b,b
,a,nevoia de oxigen crește considerabil. ,,0,b
,b,nevoia de lichide crește considerabil. ,X,X,b
,c,nevoia de proteine crește considerabil. ,,0,
,d,nevoia de vitamine crește considerabil. ,,0,
AA108,,108. La Sibiu se anunță un QNH de 1015. Ce înseamnă acest lucru? ,,b,b
,a,În Sibiu presiunea atmosferică este de 1015 hPa. ,,0,b
,b,"La Sibiu, presiunea la nivelul mării calculată în conformitate cu atmosfera standard a ICAO este de 1015 hPa. ",X,X,b
,c,"Presiunea standard în Sibiu ,conform ICAO, este 1015 hPa. ",,0,
,d,Presiunea maximă din Sibiu în această zi este de 1015 hPa. ,,0,
AA109,,"109. Printre altele, ce etape formează o parte din pregătirea pentru zbor într-un loc nou? ",,d,d
,a,"Inspectați terenul de aterizare, studiați hărțile de spațiul aerian, înregistrați zborul cel mai apropiat aeroport. ",,0,d
,b,"Studiați hărțile de spațiul aerian, înregistrați zborul cel mai apropiat aeroport, planificați zborul în funcție de condiții. ",,0,d
,c,"Înregistrați zborul cu șeful celui mai apropiat aeroport, planificați zborul în funcție de condiții, inspectați câmpul de aterizare. ",,0,d
,d,"Planificați zborul în funcție de condiții, inspectați câmpul de aterizare, studiați hărțile de spațiul aerian și obstacolele aeriene. ",X,X,d
AA110,,110. Care este cel mai important criteriu în alegerea unui loc de decolare? ,,b,b
,a,Decolarea trebuie să fie echipată cu o mânecă de vânt. ,,0,b
,b,Locul ar trebui să permită oprirea a manevrei de decolare în siguranță în orice moment. ,X,X,b
,c,Vântul trebuie să vină din față. ,,0,
,d,Locul de decolare trebuie să fie foarte abrupt pentru a facilita o manevră de decolare cât mai rapidă. ,,0,
AA111,,111. La locul de decolare suflă vântul cu 15 km / h. Ce se poate aștepta în ceea ce privește distanța necesară și viteza de decolare? ,,b,b
,a,"Distanța de decolare este scurtă, viteza este ridicată. ",,0,b
,b,"Distanța de decolare este scurtă, viteza este scăzută. ",X,X,b
,c,"Distanța de decolare este lungă, viteza este ridicată. ",,0,
,d,"Distanța de decolare este lungă, viteza este scăzută. ",,0,
AA112,,112. La locul de decolare este pantă lină și vântul nu suflă. Ce se poate aștepta în ceea ce privește distanța necesară și viteza de decolare? ,,c,c
,a,"Distanța de decolare este scurtă, viteza este ridicată. ",,0,c
,b,"Distanța de decolare este scurtă, viteza este scăzută. ",,0,c
,c,"Distanța de decolare este lungă, viteza este ridicată. ",X,X,c
,d,"Distanța de decolare este lungă, viteza este scăzută. ",,0,
AA113,,"113. În zona de decolare nu suflă vântul, care sunt cele mai importante criterii pentru un loc de decolare adecvat? ",,b,b
,a,Decolarea trebuie să fie echipată cu o mânecă de vânt. ,,0,b
,b,Zona din fața parapantei trebuie să fie cât mai liberă de obstacole sau denivelări. ,X,X,b
,c,Zona din spatele parapantei trebuie să fie cât mai liberă de obstacole sau denivelări. ,,0,
,d,Locul de decolare trebuie să fie foarte abrupt pentru a facilita o manevră de decolare cât mai rapidă. ,,0,
AA114,,"114. În zona de decolare suflă vântul cu 20 km / h, care sunt cele mai importante criterii pentru un loc de decolare adecvat? ",,c,c
,a,Decolarea trebuie să fie echipată cu o mânecă de vânt. ,,0,c
,b,Zona din fața parapantei trebuie să fie cât mai liberă de obstacole sau denivelări. ,,0,c
,c,Zona din spatele parapantei trebuie să fie cât mai liberă de obstacole sau denivelări. ,X,X,c
,d,Locul de decolare trebuie să fie foarte abrupt pentru a facilita o manevră de decolare cât mai rapidă. ,,0,
AA115,,"115. Atunci când decolați dintr-un coridor din pădure, trebuie să fiți conștienți de și pregătiți pentru această posibilitate: ",,b,b
,a,"datorită diferenței mari de temperatură între pădure și câmp, vor fi prezente termici puternice și frecvente cu turbulența asociată lor. ",,0,b
